utente/$/$/hotel,brec,drec,urec 
Neiva/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
Thomas Fone/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
Dulles/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
Reginaldo/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
leonardo/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
mauricio/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
Luciana/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
PEDRO PAULO/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
ROBSON/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
BHALMON/$/$/Quality Inn & Suites,0.06,0.88,0.06
Meljay72/$/$/Quality Inn & Suites,0.0,1.0,0.0
Gemini6858/$/$/Quality Inn & Suites,0.06,0.88,0.06
goofyernurse/$/$/Quality Inn & Suites,0.0,1.0,0.0
riderlady/$/$/Quality Inn & Suites,0.0,1.0,0.0
south_tx_family/$/$/Quality Inn & Suites,0.06,0.88,0.06
10197701/$/$/Quality Inn & Suites,0.06,0.88,0.06
Allen M/$/$/Quality Inn & Suites,0.0,1.0,0.0
DION/$/$/Comfort Suites,0.1,0.89,0.01
EXPEDIA/$/$/Comfort Suites,0.0,1.0,0.0
Donna J/$/$/Comfort Suites,0.0,0.99,0.01
ALLEN/$/$/Comfort Suites,0.0,0.99,0.01
Chris F/$/$/Comfort Suites,0.0,0.99,0.01
Greg L/$/$/Comfort Suites,0.0,0.99,0.01
skittles/$/$/Comfort Suites,0.0,1.0,0.0
Avg_traveler_man/$/$/Comfort Suites,0.0,0.99,0.01
samantha/$/$/Comfort Suites,0.0,1.0,0.0
samantha/$/$/Quinta Real Acapulco,0.0,1.0,0.0
jaime/$/$/Comfort Suites,0.0,0.99,0.01
Ronson/$/$/Comfort Suites,0.0,0.99,0.01
Brittany E/$/$/Comfort Suites,0.0,0.99,0.01
Gene Boecker/$/$/Comfort Suites,0.0,1.0,0.0
BeeAreTee/$/$/Comfort Suites,0.1,0.89,0.01
Mary H./$/$/Comfort Suites,0.1,0.89,0.01
263crystalj/$/$/Comfort Suites,0.0,0.99,0.01
Expedia/$/$/Comfort Suites,0.0,1.0,0.0
Expedia/$/$/Super 8 Belle Fourche,0.02,0.95,0.03
Expedia/$/$/Americas Best Value Inn,0.05,0.94,0.01
kmyers4272/$/$/Comfort Suites,0.0,0.99,0.01
comfurt suites/$/$/Comfort Suites,0.0,0.99,0.01
hannahandtaylor/$/$/Comfort Suites,0.0,1.0,0.0
Deirdre/$/$/Comfort Suites,0.0,1.0,0.0
vsjessup/$/$/Comfort Suites,0.0,1.0,0.0
JAMES O/$/$/Comfort Suites,0.0,0.99,0.01
Donald C/$/$/Comfort Suites,0.0,1.0,0.0
Donald C/$/$/La Quinta Inn Auburn Worcester,0.0,1.0,0.0
Enattica/$/$/Comfort Suites,0.0,1.0,0.0
smcelroy678/$/$/Comfort Suites,0.0,0.99,0.01
Ann B/$/$/Comfort Suites,0.0,1.0,0.0
mckinleyh2014/$/$/Comfort Suites,0.0,1.0,0.0
adeemurray/$/$/Comfort Suites,0.0,1.0,0.0
D.H./$/$/Comfort Suites,0.0,1.0,0.0
alafans/$/$/Comfort Suites,0.0,0.99,0.01
Vivian S/$/$/Comfort Suites,0.05,0.94,0.01
Vivian S/$/$/Hampton Inn Ft Chiswell,0.01,0.94,0.05
Charles Callaway/$/$/Comfort Suites,0.0,0.99,0.01
vacationsky/$/$/Comfort Suites,0.1,0.89,0.01
marichmond71/$/$/Comfort Suites,0.0,1.0,0.0
Marilyn Stoltz/$/$/Comfort Suites,0.0,1.0,0.0
Jessica B./$/$/Comfort Suites,0.0,1.0,0.0
Trevis I/$/$/Comfort Suites,0.0,1.0,0.0
Alisha C/$/$/Comfort Suites,0.0,1.0,0.0
Tommy Lee/$/$/Comfort Suites,0.0,1.0,0.0
Miranda H/$/$/Comfort Suites,0.0,0.99,0.01
Teresa B/$/$/Comfort Inn Humboldt Bay,0.01,0.9,0.09
Teresa B/$/$/Cliffrose Lodge Gardens,0.03,0.96,0.01
stephanie02017/$/$/Comfort Inn Humboldt Bay,0.01,0.9,0.09
Tim H/$/$/Comfort Inn Humboldt Bay,0.01,0.9,0.09
larryceniceros/$/$/Comfort Inn Humboldt Bay,0.01,0.9,0.09
Bailey A/$/$/Comfort Inn Humboldt Bay,0.01,0.9,0.09
oregonpoppa/$/$/Comfort Inn Humboldt Bay,0.01,0.9,0.09
Tianxi Z/$/$/Comfort Inn Humboldt Bay,0.0,1.0,0.0
Joanie2030/$/$/Comfort Inn Humboldt Bay,0.0,1.0,0.0
MaryCasas2boys/$/$/Comfort Inn Humboldt Bay,0.0,1.0,0.0
Christian B/$/$/Comfort Inn Humboldt Bay,0.01,0.9,0.09
ivey1982/$/$/Comfort Inn Humboldt Bay,0.01,0.9,0.09
Acefalo/$/$/Comfort Inn Humboldt Bay,0.0,1.0,0.0
Acefalo/$/$/Quality Inn and Suites Irvine Spectrum,0.68,0.3,0.02
Cristina J/$/$/Comfort Inn Humboldt Bay,0.0,1.0,0.0
slfdolly/$/$/Comfort Inn Humboldt Bay,0.01,0.9,0.09
kagonz1/$/$/Comfort Inn Humboldt Bay,0.01,0.9,0.09
loloriv/$/$/Comfort Inn Humboldt Bay,0.0,1.0,0.0
Jocko/$/$/Super 8 Big Cabin Vinita Ok,0.02,0.95,0.03
Dallin/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
Montgomery/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
Willard E/$/$/Super 8 Big Cabin Vinita Ok,0.72,0.25,0.03
Noreen S/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
Ann-Marie/$/$/Super 8 Big Cabin Vinita Ok,0.13,0.84,0.03
Heidi Adelman/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
Allie/$/$/Super 8 Big Cabin Vinita Ok,0.02,0.95,0.03
THOMAS/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
THOMAS/$/$/Super 8 Indianapolis,0.0,1.0,0.0
375anilv/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
Ronald P./$/$/Super 8 Big Cabin Vinita Ok,0.13,0.84,0.03
Dena W/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
josephdJ1699TX/$/$/Super 8 Big Cabin Vinita Ok,0.13,0.84,0.03
ocean_1mh/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
novastorm19/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
traceymU3382XP/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
bud/$/$/Super 8 Big Cabin Vinita Ok,0.02,0.95,0.03
Pedro/$/$/Super 8 Big Cabin Vinita Ok,0.07,0.9,0.03
Pedro/$/$/Best Western Silicon Valley Inn,0.04,0.92,0.04
Pedro/$/$/Monarch Inn,0.09,0.87,0.04
Pedro/$/$/Good Nite Inn Rohnert Park,0.75,0.23,0.02
Pedro/$/$/City Express Irapuato,0.0,0.96,0.04
Pedro/$/$/Cherokee Lodge Bed and Breakfast,0.03,0.94,0.03
Lourene17/$/$/Super 8 Big Cabin Vinita Ok,0.02,0.95,0.03
blazinglory5/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
Phil J/$/$/Super 8 Big Cabin Vinita Ok,0.02,0.95,0.03
jerryj469/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
Lillian C/$/$/Super 8 Big Cabin Vinita Ok,0.13,0.84,0.03
Ron P/$/$/Super 8 Big Cabin Vinita Ok,0.13,0.84,0.03
Seaside1825/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
261rayt/$/$/Super 8 Big Cabin Vinita Ok,0.02,0.95,0.03
Patricia T/$/$/Super 8 Big Cabin Vinita Ok,0.07,0.9,0.03
Patricia T/$/$/Wingate By Wyndham Pueblo,0.0,0.98,0.02
Casey Q/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
ironknight26/$/$/Super 8 Big Cabin Vinita Ok,0.02,0.95,0.03
Johnjan505/$/$/Super 8 Big Cabin Vinita Ok,0.0,1.0,0.0
Kaila C/$/$/Super 8 Big Cabin Vinita Ok,0.13,0.84,0.03
lurcorsr/$/$/Super 8 Big Cabin Vinita Ok,0.02,0.95,0.03
Ozgur/$/$/Radisson Blu Conference and Airport Hotel,0.09,0.86,0.05
Jean-Claude/$/$/Radisson Blu Conference and Airport Hotel,0.09,0.86,0.05
shanelle/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
never again/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
Titilola/$/$/Radisson Blu Conference and Airport Hotel,0.09,0.86,0.05
shiu kee/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
JULIET/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
MOHAMMAD/$/$/Radisson Blu Conference and Airport Hotel,0.09,0.86,0.05
HAROLD/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
Shakil/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
Werner Bruderer/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
David Perrin/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
Andrij/$/$/Radisson Blu Conference and Airport Hotel,0.09,0.86,0.05
EILEEN/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
hansen/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
Gerald W./$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
Leah/$/$/Radisson Blu Conference and Airport Hotel,0.0,0.95,0.05
Leah/$/$/Lamothe House,0.0,1.0,0.0
Abdulatif/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
TK/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
TK/$/$/Fiesta Inn and Suites,0.01,0.98,0.01
ChingYuan/$/$/Radisson Blu Conference and Airport Hotel,0.0,1.0,0.0
mechell/$/$/Days Inn North Columbia Ft. Jackson,0.14,0.82,0.04
Proud Army Mom/$/$/Days Inn North Columbia Ft. Jackson,0.04,0.92,0.04
JAMES/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Not Great/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Elke McCurley/$/$/Days Inn North Columbia Ft. Jackson,0.14,0.82,0.04
Valerie G/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Dr JT/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Ritanova32/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
gross/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Hotel guy/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Baileys/$/$/Days Inn North Columbia Ft. Jackson,0.04,0.92,0.04
Resa/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Bandmom55/$/$/Days Inn North Columbia Ft. Jackson,0.14,0.82,0.04
matthew L/$/$/Days Inn North Columbia Ft. Jackson,0.04,0.92,0.04
philay/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Days Out...not Days Inn/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
rodneyf578/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Nascar Fans/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
garry/$/$/Days Inn North Columbia Ft. Jackson,0.04,0.92,0.04
Amanda Hernandez/$/$/Days Inn North Columbia Ft. Jackson,0.14,0.82,0.04
H6308VKbrianm/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
randyy18/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Jerry Mullins/$/$/Days Inn North Columbia Ft. Jackson,0.0,1.0,0.0
Bonnie H/$/$/Days Inn North Columbia Ft. Jackson,0.04,0.92,0.04
Jean-Marie/$/$/Campanile Lyon Ecully,0.12,0.82,0.06
Rapha��l/$/$/Campanile Lyon Ecully,0.71,0.23,0.06
Marine/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
Romy/$/$/Campanile Lyon Ecully,0.02,0.92,0.06
tdg93/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
BEN/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
Cecile/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
Marie-Anne/$/$/Campanile Lyon Ecully,0.02,0.92,0.06
BARBET/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
alban/$/$/Campanile Lyon Ecully,0.57,0.37,0.06
liloubou/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
Fabrice/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
Fabrice/$/$/Elba Sara Beach & Golf Resort,0.0,1.0,0.0
saissac florence/$/$/Campanile Lyon Ecully,0.02,0.92,0.06
Chantal/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
M.Charles/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
Voisenet/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
aurore/$/$/Campanile Lyon Ecully,0.0,1.0,0.0
Jean Philippe/$/$/Campanile Lyon Ecully,0.02,0.92,0.06
deereksmith/$/$/La Brea Hotel,0.0,1.0,0.0
Leanne B/$/$/Microtel Inn By Wyndham Southern Pines,0.0,1.0,0.0
ritagD2799SU/$/$/Microtel Inn By Wyndham Southern Pines,0.0,1.0,0.0
Skye L/$/$/Microtel Inn By Wyndham Southern Pines,0.0,1.0,0.0
bayhead_10/$/$/Microtel Inn By Wyndham Southern Pines,0.0,1.0,0.0
emmadX8210JO/$/$/Microtel Inn By Wyndham Southern Pines,0.0,1.0,0.0
mikemauradian/$/$/Microtel Inn By Wyndham Southern Pines,0.0,1.0,0.0
richardy402/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
ljflick/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
mross45/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
Daniel C/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
Angela L/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
sklpic/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
Tedstravelblogs/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
jasonhC4537RQ/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
teamupsigns/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
Claire M/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
Claire M/$/$/Red Roof Inn Erie,0.0,1.0,0.0
Vish89/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
imran s/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
ktd00dle/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
Cathy O/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
BellaBinna/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
Natacha W/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
Vicky Sue A/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
Amanda C/$/$/Homewood Suites Dallas-market Center,0.0,1.0,0.0
Bbrady79/$/$/Websters Manor,0.0,1.0,0.0
TravelsAlot34655/$/$/Websters Manor,0.0,1.0,0.0
Vincent G/$/$/Websters Manor,0.0,1.0,0.0
bbc2play/$/$/Websters Manor,0.85,0.06,0.09
Jud A/$/$/Websters Manor,0.0,1.0,0.0
gotigers74/$/$/Websters Manor,0.85,0.06,0.09
gin750/$/$/Websters Manor,0.0,1.0,0.0
RetiredBeachers29526/$/$/Websters Manor,0.0,1.0,0.0
RetiredBeachers29526/$/$/Hampton Inn Ft Chiswell,0.0,1.0,0.0
jen072015/$/$/Websters Manor,0.0,1.0,0.0
WorthSC/$/$/Websters Manor,0.0,1.0,0.0
Ernest B/$/$/Websters Manor,0.0,1.0,0.0
ncncsmokey/$/$/Websters Manor,0.0,1.0,0.0
Sharon G/$/$/Websters Manor,0.0,1.0,0.0
Rhonda L/$/$/Websters Manor,0.0,1.0,0.0
Brendababe13/$/$/Websters Manor,0.0,1.0,0.0
lgblpn/$/$/Websters Manor,0.0,1.0,0.0
Rita L/$/$/Websters Manor,0.0,1.0,0.0
Marie721/$/$/Websters Manor,0.0,1.0,0.0
Phil G/$/$/Websters Manor,0.0,1.0,0.0
mbsmokey89/$/$/Websters Manor,0.0,1.0,0.0
Nate V/$/$/Websters Manor,0.0,1.0,0.0
Lizzie/$/$/Americas Best Value Inn,0.18,0.81,0.01
M.V/$/$/Americas Best Value Inn,0.0,1.0,0.0
Aldwin/$/$/Americas Best Value Inn,0.0,1.0,0.0
Michell/$/$/Americas Best Value Inn,0.0,1.0,0.0
Sue R/$/$/Americas Best Value Inn,0.0,1.0,0.0
Veg O/$/$/Americas Best Value Inn,0.18,0.81,0.01
Caleb/$/$/Americas Best Value Inn,0.55,0.44,0.01
Erinn/$/$/Americas Best Value Inn,0.08,0.91,0.01
Ashleigh/$/$/Americas Best Value Inn,0.0,1.0,0.0
Bonnie L/$/$/Americas Best Value Inn,0.0,1.0,0.0
Ger/$/$/Americas Best Value Inn,0.0,1.0,0.0
tatersalad87/$/$/Americas Best Value Inn,0.0,1.0,0.0
Michelle Y./$/$/Americas Best Value Inn,0.0,1.0,0.0
Ebony/$/$/Americas Best Value Inn,0.18,0.81,0.01
Ml W/$/$/Americas Best Value Inn,0.0,1.0,0.0
Nikki C/$/$/Americas Best Value Inn,0.0,1.0,0.0
Spanky S/$/$/Americas Best Value Inn,0.18,0.81,0.01
Dennny/$/$/Americas Best Value Inn,0.08,0.91,0.01
Jackiean/$/$/Americas Best Value Inn,0.08,0.91,0.01
thewhistle22/$/$/Americas Best Value Inn,0.08,0.91,0.01
Ketan P/$/$/Americas Best Value Inn,0.18,0.81,0.01
Brent R/$/$/Americas Best Value Inn,0.0,1.0,0.0
arun k/$/$/Americas Best Value Inn,0.08,0.91,0.01
Sue1941/$/$/Americas Best Value Inn,0.08,0.91,0.01
cricketfanBB/$/$/Americas Best Value Inn,0.0,1.0,0.0
Mashood Y/$/$/Americas Best Value Inn,0.08,0.91,0.01
kfk79/$/$/Americas Best Value Inn,0.0,1.0,0.0
T S/$/$/Americas Best Value Inn,0.08,0.91,0.01
candyminnesota11/$/$/Americas Best Value Inn,0.0,1.0,0.0
xiaodan/$/$/Bayside Resort Hotel,0.0,1.0,0.0
jamie/$/$/Bayside Resort Hotel,0.08,0.89,0.03
marjorie/$/$/Bayside Resort Hotel,0.08,0.89,0.03
Jey/$/$/Bayside Resort Hotel,0.0,1.0,0.0
Maged/$/$/Bayside Resort Hotel,0.0,1.0,0.0
DENNIS/$/$/Bayside Resort Hotel,0.03,0.94,0.03
DENNIS/$/$/Sleep Inn At Harbour View,0.04,0.93,0.03
Trapper Markelz/$/$/Bayside Resort Hotel,0.76,0.21,0.03
Francy/$/$/Bayside Resort Hotel,0.81,0.16,0.03
Elisabeth/$/$/Bayside Resort Hotel,0.0,1.0,0.0
Jennelle/$/$/Bayside Resort Hotel,0.08,0.89,0.03
Ginny/$/$/Bayside Resort Hotel,0.08,0.89,0.03
Sheryll/$/$/Bayside Resort Hotel,0.0,1.0,0.0
Kenny/$/$/Bayside Resort Hotel,0.0,1.0,0.0
Kenny/$/$/Sleep Inn Slidell,0.0,1.0,0.0
Stephen Maciaszek/$/$/Bayside Resort Hotel,0.0,1.0,0.0
Laura Coulombe/$/$/Bayside Resort Hotel,0.71,0.26,0.03
Stephanie Rochford/$/$/Bayside Resort Hotel,0.86,0.11,0.03
jada/$/$/Bayside Resort Hotel,0.0,1.0,0.0
Kerrie/$/$/Bayside Resort Hotel,0.08,0.89,0.03
bobmclearey/$/$/Bayside Resort Hotel,0.08,0.89,0.03
Sarah H./$/$/Bayside Resort Hotel,0.81,0.16,0.03
Matthew Fronheiser/$/$/Bayside Resort Hotel,0.0,1.0,0.0
ask for quieter/$/$/Bayside Resort Hotel,0.0,1.0,0.0
cms2/$/$/Bayside Resort Hotel,0.76,0.21,0.03
dan135/$/$/Bayside Resort Hotel,0.46,0.51,0.03
Kalliopaki/$/$/Bayside Resort Hotel,0.76,0.21,0.03
rajan/$/$/Bayside Resort Hotel,0.08,0.89,0.03
Rob Krasney/$/$/Bayside Resort Hotel,0.61,0.36,0.03
connie/$/$/Super 8 Batesville Ar,0.68,0.28,0.04
connie/$/$/Hyatt Place Atlanta/alpharetta/north Point Mall,0.0,1.0,0.0
evelyn/$/$/Super 8 Batesville Ar,0.13,0.83,0.04
evelyn/$/$/Comfort Suites Fort Pierce,0.07,0.89,0.04
Alma/$/$/Super 8 Batesville Ar,0.0,1.0,0.0
Theron/$/$/Super 8 Batesville Ar,0.03,0.93,0.04
super 8/$/$/Super 8 Batesville Ar,0.13,0.83,0.04
bob j/$/$/Super 8 Batesville Ar,0.13,0.83,0.04
dwight/$/$/Super 8 Batesville Ar,0.08,0.88,0.04
dwight/$/$/Red Roof Inn Erie,0.02,0.97,0.01
Tera/$/$/Super 8 Batesville Ar,0.03,0.93,0.04
walt/$/$/Super 8 Batesville Ar,0.03,0.93,0.04
Jacque P/$/$/Super 8 Batesville Ar,0.0,1.0,0.0
C4181WTlarrys/$/$/Super 8 Batesville Ar,0.03,0.93,0.04
812lorir/$/$/Super 8 Batesville Ar,0.0,1.0,0.0
890theresab/$/$/Super 8 Batesville Ar,0.0,1.0,0.0
P6521CHjoeg/$/$/Super 8 Batesville Ar,0.0,1.0,0.0
purplesammyeater/$/$/Super 8 Batesville Ar,0.64,0.32,0.04
Ronald J/$/$/Super 8 Batesville Ar,0.03,0.93,0.04
jessica2334/$/$/Super 8 Batesville Ar,0.0,1.0,0.0
True T/$/$/Super 8 Batesville Ar,0.0,1.0,0.0
MBP M/$/$/Sunset Inn,0.0,1.0,0.0
Jennifer K/$/$/Sunset Inn,0.0,1.0,0.0
Valerie P/$/$/Sunset Inn,0.0,1.0,0.0
MotorcycleTraveler69/$/$/Sunset Inn,0.0,1.0,0.0
makingeights/$/$/Sunset Inn,0.0,1.0,0.0
onetimeuser234/$/$/Sunset Inn,0.0,1.0,0.0
grathy/$/$/Simpson House Inn,0.02,0.96,0.02
cityscaped1/$/$/Simpson House Inn,0.02,0.96,0.02
Denise D/$/$/Simpson House Inn,0.02,0.96,0.02
hollyhere/$/$/Simpson House Inn,0.02,0.96,0.02
efraire/$/$/Simpson House Inn,0.02,0.96,0.02
loulou/$/$/Simpson House Inn,0.0,1.0,0.0
Qing/$/$/Simpson House Inn,0.0,1.0,0.0
JB/$/$/Simpson House Inn,0.02,0.96,0.02
JB/$/$/The Inn At Bella Vista,0.0,0.94,0.06
momcat/$/$/Simpson House Inn,0.02,0.96,0.02
Gregory n/$/$/Simpson House Inn,0.02,0.96,0.02
R S/$/$/Simpson House Inn,0.02,0.96,0.02
R S/$/$/Wingate By Wyndham Pueblo,0.05,0.93,0.02
Devon/$/$/Simpson House Inn,0.02,0.96,0.02
Susie and Bill/$/$/Simpson House Inn,0.02,0.96,0.02
azplayer/$/$/Simpson House Inn,0.02,0.96,0.02
joyousneedler/$/$/Simpson House Inn,0.02,0.96,0.02
JanetWalf0rdOBE/$/$/Simpson House Inn,0.02,0.96,0.02
Todnick/$/$/Simpson House Inn,0.02,0.96,0.02
spursgirl55/$/$/Simpson House Inn,0.02,0.96,0.02
cbmaunz/$/$/Simpson House Inn,0.02,0.96,0.02
Marcelo Carolin... B/$/$/Simpson House Inn,0.02,0.96,0.02
Gus M/$/$/Simpson House Inn,0.0,1.0,0.0
orpheus/$/$/Simpson House Inn,0.02,0.96,0.02
GKFox/$/$/Simpson House Inn,0.02,0.96,0.02
LorenBernstein/$/$/Simpson House Inn,0.02,0.96,0.02
CC/$/$/Simpson House Inn,0.0,1.0,0.0
CC/$/$/Residence Inn By Marriott Deptford,0.0,1.0,0.0
Andreas/$/$/Simpson House Inn,0.02,0.96,0.02
Andreas/$/$/Brightwood Inn Country Inn,0.01,0.9,0.09
Aira v/$/$/Simpson House Inn,0.84,0.14,0.02
Bill439/$/$/Simpson House Inn,0.0,1.0,0.0
Darcel D/$/$/Simpson House Inn,0.02,0.96,0.02
Lynda D/$/$/Simpson House Inn,0.02,0.96,0.02
Nete/$/$/Simpson House Inn,0.02,0.96,0.02
Lennyledoo2071/$/$/Simpson House Inn,0.02,0.96,0.02
katealexandra1986/$/$/Simpson House Inn,0.02,0.96,0.02
GideonSeattle/$/$/Simpson House Inn,0.02,0.96,0.02
dadddd/$/$/Simpson House Inn,0.02,0.96,0.02
284Tripaway/$/$/Simpson House Inn,0.0,1.0,0.0
406RolandC/$/$/Simpson House Inn,0.02,0.96,0.02
GreatBearCaifornia/$/$/Simpson House Inn,0.0,1.0,0.0
dziran/$/$/Simpson House Inn,0.02,0.96,0.02
Lidia/$/$/Simpson House Inn,0.0,1.0,0.0
Lidia/$/$/Quality Inn Long Beach Airport,0.0,0.96,0.04
Christina2016travels/$/$/Simpson House Inn,0.02,0.96,0.02
hkm57/$/$/Simpson House Inn,0.02,0.96,0.02
mandafell/$/$/Simpson House Inn,0.02,0.96,0.02
Freyda M/$/$/Simpson House Inn,0.02,0.96,0.02
Clinical A/$/$/Simpson House Inn,0.02,0.96,0.02
Rozzietothet/$/$/Simpson House Inn,0.02,0.96,0.02
Diane G/$/$/Simpson House Inn,0.02,0.96,0.02
megan o/$/$/Simpson House Inn,0.02,0.96,0.02
B-Rad_SoCal/$/$/Simpson House Inn,0.0,1.0,0.0
john j/$/$/Simpson House Inn,0.0,1.0,0.0
JanLJ/$/$/Simpson House Inn,0.02,0.96,0.02
ZAHappyTraveler/$/$/Simpson House Inn,0.02,0.96,0.02
MBegan/$/$/Simpson House Inn,0.02,0.96,0.02
ATP1/$/$/Simpson House Inn,0.0,1.0,0.0
647sandrat/$/$/Simpson House Inn,0.02,0.96,0.02
joel s/$/$/Simpson House Inn,0.94,0.04,0.02
Ellery M/$/$/Simpson House Inn,0.02,0.96,0.02
Tam H/$/$/Simpson House Inn,0.02,0.96,0.02
Devon G/$/$/Simpson House Inn,0.02,0.96,0.02
kitty32655/$/$/Simpson House Inn,0.02,0.96,0.02
taylordon/$/$/Simpson House Inn,0.02,0.96,0.02
Marylyn/$/$/Simpson House Inn,0.02,0.96,0.02
Fred T/$/$/Simpson House Inn,0.02,0.96,0.02
Scott S/$/$/Simpson House Inn,0.02,0.96,0.02
Scott S/$/$/A Bed & Breakfast In Cambridge,0.1,0.85,0.05
Lynda S/$/$/Simpson House Inn,0.02,0.96,0.02
Brian R/$/$/Simpson House Inn,0.0,1.0,0.0
Brian R/$/$/40 Berkeley Hostel,0.07,0.92,0.01
aubree_hill/$/$/Simpson House Inn,0.02,0.96,0.02
bobbievmarshall/$/$/Simpson House Inn,0.02,0.96,0.02
Deb H/$/$/Simpson House Inn,0.02,0.96,0.02
Deb H/$/$/Cliffrose Lodge Gardens,0.03,0.96,0.01
Barry B/$/$/Simpson House Inn,0.02,0.96,0.02
Longhorn16/$/$/Simpson House Inn,0.02,0.96,0.02
yogiacomo/$/$/Simpson House Inn,0.02,0.96,0.02
Harmonk88/$/$/Simpson House Inn,0.02,0.96,0.02
BetsyScherr/$/$/Simpson House Inn,0.02,0.96,0.02
LottieCheshire/$/$/Simpson House Inn,0.02,0.96,0.02
1916meow/$/$/Simpson House Inn,0.02,0.96,0.02
