utente/$/$/hotel,somma 
steve/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,0.46
steve/$/$/Super 8 - Upland,0.33
steve/$/$/Super 8 Big Cabin Vinita Ok,0.38
steve/$/$/Hotel Garibaldi,0.42
steve/$/$/Dockers Inn,0.45
David and Lana/$/$/Hotel Metropole,0.54
oskar/$/$/Hotel Metropole,0.49
Hern��n/$/$/Hotel Metropole,1.34
mature couple/$/$/Anglers Inn,0.42
mature couple/$/$/Hotel Garibaldi,0.42
kathleen/$/$/Anglers Inn,0.42
kathleen/$/$/Quality Inn and Suites Big Rapids,0.41
roadtrippin'/$/$/Anglers Inn,0.42
Kermit/$/$/Anglers Inn,0.42
B T/$/$/Anglers Inn,1.12
Larry F./$/$/Anglers Inn,0.42
JDS/$/$/Anglers Inn,0.42
Britni/$/$/Anglers Inn,0.51
Dylyn/$/$/Super 8 Crete Ne,0.33
Elaine Stanley/$/$/Super 8 Crete Ne,0.42
Ben Volker/$/$/Super 8 Crete Ne,0.42
College inquiry/$/$/Super 8 Crete Ne,0.33
maire/$/$/H��tel Marinca and Spa,0.32
Karine/$/$/H��tel Marinca and Spa,0.32
CHE KEUNG/$/$/Hyatt Place Pittsburgh Cranberry,0.47
Sandy Jungier Hyatt Place/$/$/Hyatt Place Pittsburgh Cranberry,0.55
Namita/$/$/Hyatt Place Pittsburgh Cranberry,0.55
Rachael/$/$/Hyatt Place Pittsburgh Cranberry,0.57
Rachael/$/$/Arizona Inn of Prescott Valley,1.1
Eden Ess/$/$/Hyatt Place Pittsburgh Cranberry,1.24
Pete R/$/$/Hyatt Place Pittsburgh Cranberry,1.19
Natalie Ann/$/$/Hyatt Place Pittsburgh Cranberry,1.24
R L/$/$/Hyatt Place Pittsburgh Cranberry,0.55
Shanna/$/$/Hyatt Place Pittsburgh Cranberry,0.47
Shanna/$/$/Ip Casino Resort Spa,0.47
Shanna/$/$/Days Inn North Columbia Ft. Jackson,0.39
Letha Quinn/$/$/Hyatt Place Pittsburgh Cranberry,1.24
SteelerMo/$/$/Hyatt Place Pittsburgh Cranberry,0.55
Anastacia Knechtel/$/$/Hyatt Place Pittsburgh Cranberry,1.19
Jason Ladd/$/$/Hyatt Place Pittsburgh Cranberry,1.19
Paul R/$/$/Hyatt Place Pittsburgh Cranberry,1.24
Ali Rizzo/$/$/Hyatt Place Pittsburgh Cranberry,1.24
Joy Bradley/$/$/Hyatt Place Pittsburgh Cranberry,1.24
Letise Dennis/$/$/Hyatt Place Pittsburgh Cranberry,1.14
Don Lanier/$/$/Hyatt Place Pittsburgh Cranberry,1.24
Tod Carver/$/$/Hyatt Place Pittsburgh Cranberry,1.24
Y6693NIpaulh/$/$/Four Seasons Hotel St. Louis,0.51
shawn m/$/$/Four Seasons Hotel St. Louis,0.53
happynala6666/$/$/Four Seasons Hotel St. Louis,0.53
MSM93/$/$/Four Seasons Hotel St. Louis,0.53
FLWImomof2/$/$/Four Seasons Hotel St. Louis,0.53
Dyfed R/$/$/Four Seasons Hotel St. Louis,0.53
Homero_SP/$/$/Four Seasons Hotel St. Louis,0.53
lenk568/$/$/Four Seasons Hotel St. Louis,0.53
GlobeTrotterfChicago/$/$/Four Seasons Hotel St. Louis,0.51
STL01Traveler/$/$/Four Seasons Hotel St. Louis,0.53
IslandCreek/$/$/Four Seasons Hotel St. Louis,0.53
CrystalRatliffTurner/$/$/Four Seasons Hotel St. Louis,0.53
ctjenks/$/$/Four Seasons Hotel St. Louis,0.53
matthew353/$/$/Four Seasons Hotel St. Louis,0.51
EDWARD M/$/$/Four Seasons Hotel St. Louis,0.51
Melanie M K/$/$/Four Seasons Hotel St. Louis,0.53
SunshineGA/$/$/Four Seasons Hotel St. Louis,0.53
Timmythomas2/$/$/Four Seasons Hotel St. Louis,0.53
Paesha W/$/$/Four Seasons Hotel St. Louis,0.53
AV88/$/$/Four Seasons Hotel St. Louis,0.53
geezer715/$/$/Four Seasons Hotel St. Louis,0.53
Mpeter9/$/$/Four Seasons Hotel St. Louis,0.53
MrRichardWilson/$/$/Four Seasons Hotel St. Louis,0.53
Kayla S/$/$/Four Seasons Hotel St. Louis,0.53
jennyjody/$/$/Four Seasons Hotel St. Louis,0.53
Rosemary B/$/$/Four Seasons Hotel St. Louis,0.51
trisheric99/$/$/Four Seasons Hotel St. Louis,0.53
dgamd93/$/$/Four Seasons Hotel St. Louis,0.53
LollyandChuck/$/$/Four Seasons Hotel St. Louis,0.53
Robert P/$/$/Four Seasons Hotel St. Louis,0.51
Robert P/$/$/Monterey Beach Dunes Inn,0.99
HowardP784/$/$/Four Seasons Hotel St. Louis,0.51
Martha G/$/$/Four Seasons Hotel St. Louis,0.53
caebennett/$/$/Four Seasons Hotel St. Louis,0.51
majesty98/$/$/Four Seasons Hotel St. Louis,0.53
jstwrk2010/$/$/Four Seasons Hotel St. Louis,0.51
randolph2016/$/$/Four Seasons Hotel St. Louis,0.53
happy c/$/$/Four Seasons Hotel St. Louis,0.53
K K/$/$/Four Seasons Hotel St. Louis,0.53
l0stintranslati0n67/$/$/Four Seasons Hotel St. Louis,0.53
LisaMarie16/$/$/Four Seasons Hotel St. Louis,0.53
Nathan H/$/$/Four Seasons Hotel St. Louis,0.53
Judy F/$/$/Four Seasons Hotel St. Louis,0.51
Judy F/$/$/Marylander Hotel Condo,0.39
BillnDebbi/$/$/Four Seasons Hotel St. Louis,0.53
lindaneo13/$/$/Four Seasons Hotel St. Louis,0.53
BlueFrogHops/$/$/Four Seasons Hotel St. Louis,0.53
Damon W/$/$/Four Seasons Hotel St. Louis,0.53
DJcarlos305/$/$/Four Seasons Hotel St. Louis,0.53
JeffyJP/$/$/Four Seasons Hotel St. Louis,0.53
stu_bulloch/$/$/Four Seasons Hotel St. Louis,0.53
aaron_j_summers/$/$/Four Seasons Hotel St. Louis,0.53
TiffanyCGoddard/$/$/Four Seasons Hotel St. Louis,0.53
Fhhawk19/$/$/Four Seasons Hotel St. Louis,0.51
192miller/$/$/Four Seasons Hotel St. Louis,0.51
Cheryl D/$/$/Four Seasons Hotel St. Louis,0.53
bigtn30/$/$/Four Seasons Hotel St. Louis,0.53
chirs2016/$/$/Four Seasons Hotel St. Louis,0.51
Olie2864/$/$/Four Seasons Hotel St. Louis,0.53
Kyle O/$/$/Four Seasons Hotel St. Louis,0.53
phylshoe/$/$/Four Seasons Hotel St. Louis,0.53
goingtobellagio/$/$/Four Seasons Hotel St. Louis,0.53
Bud290/$/$/Four Seasons Hotel St. Louis,0.51
travelingDuo02/$/$/Four Seasons Hotel St. Louis,0.53
chrisgator1074/$/$/Four Seasons Hotel St. Louis,0.51
Namastayin/$/$/Four Seasons Hotel St. Louis,0.53
Bzybee214/$/$/Four Seasons Hotel St. Louis,0.53
docmrc97/$/$/Four Seasons Hotel St. Louis,0.53
Cara J/$/$/Four Seasons Hotel St. Louis,0.53
chris85853/$/$/Four Seasons Hotel St. Louis,0.53
Sarah M/$/$/Four Seasons Hotel St. Louis,0.53
Sarah M/$/$/Hampton Inn Virginia Beach Oceanfront North,0.57
571msb/$/$/Four Seasons Hotel St. Louis,0.53
Greg C/$/$/Four Seasons Hotel St. Louis,0.53
Erin S/$/$/Four Seasons Hotel St. Louis,0.53
DMC1963/$/$/Four Seasons Hotel St. Louis,0.53
ScottOnRiver/$/$/Four Seasons Hotel St. Louis,0.53
Jenn029/$/$/Four Seasons Hotel St. Louis,0.53
ckpoopy/$/$/Four Seasons Hotel St. Louis,0.53
captbob2015/$/$/Four Seasons Hotel St. Louis,0.51
flapgum/$/$/Four Seasons Hotel St. Louis,0.51
sharon11232015/$/$/Four Seasons Hotel St. Louis,0.53
dr2thnet/$/$/Four Seasons Hotel St. Louis,0.53
Elizabeth D/$/$/Four Seasons Hotel St. Louis,0.51
Elizabeth D/$/$/Cliffrose Lodge Gardens,0.52
Elizabeth D/$/$/Hampton Inn and Suites Annapolis,0.47
R0adRunner66/$/$/Four Seasons Hotel St. Louis,0.53
Tania A/$/$/Four Seasons Hotel St. Louis,0.53
Kelly C/$/$/Four Seasons Hotel St. Louis,0.53
Kelly C/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.59
Shannon R/$/$/Four Seasons Hotel St. Louis,0.53
59bmc/$/$/Four Seasons Hotel St. Louis,0.53
tregan2016/$/$/Four Seasons Hotel St. Louis,0.53
Rayx2mac/$/$/Four Seasons Hotel St. Louis,0.53
stevenscott27/$/$/Four Seasons Hotel St. Louis,0.51
marymarucco/$/$/Four Seasons Hotel St. Louis,0.53
donpil/$/$/Four Seasons Hotel St. Louis,0.53
Kevin H/$/$/Four Seasons Hotel St. Louis,0.53
Kevin H/$/$/Hampton Inn Virginia Beach Oceanfront North,0.57
Ami/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,0.47
Ami/$/$/Monarch Inn,0.4
lindsay/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,1.13
lindsay/$/$/Comfort Suites,0.43
alison and matt/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,0.49
John&Tessie/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,1.07
anne/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,0.49
Camilee/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,0.49
RA in NV/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,0.46
Rearview2014/$/$/Fairfield Inn Suites Spearfish,0.41
leawatkins/$/$/Fairfield Inn Suites Spearfish,0.41
Cheryl H/$/$/Fairfield Inn Suites Spearfish,0.41
Chen W/$/$/Fairfield Inn Suites Spearfish,0.33
CG45144/$/$/Fairfield Inn Suites Spearfish,0.41
Laura Z/$/$/Fairfield Inn Suites Spearfish,0.33
Audry M/$/$/Fairfield Inn Suites Spearfish,0.33
dis4mepls/$/$/Fairfield Inn Suites Spearfish,0.33
ksprague2016/$/$/Fairfield Inn Suites Spearfish,0.33
B B/$/$/Fairfield Inn Suites Spearfish,0.33
OLDRED2014/$/$/Fairfield Inn Suites Spearfish,0.33
Dave B/$/$/Fairfield Inn Suites Spearfish,0.33
Dave B/$/$/40 Berkeley Hostel,0.39
Evagarden/$/$/Fairfield Inn Suites Spearfish,0.33
dawnrenee0516/$/$/Fairfield Inn Suites Spearfish,0.33
Barbara L/$/$/Fairfield Inn Suites Spearfish,0.33
jazzr_babe56/$/$/Fairfield Inn Suites Spearfish,0.33
asima/$/$/Best Western Hospitality Hotel and Suites,0.39
Mark and Heathe/$/$/Best Western Hospitality Hotel and Suites,0.51
Brandon O/$/$/Best Western Hospitality Hotel and Suites,1.06
Lawlor/$/$/Best Western Hospitality Hotel and Suites,0.39
linapolie/$/$/Best Western Hospitality Hotel and Suites,0.39
Jarred/$/$/Best Western Hospitality Hotel and Suites,0.41
Kimberly A/$/$/Best Western Hospitality Hotel and Suites,0.42
Kimberly A/$/$/Hampton Inn and Suites Annapolis,0.44
LLLLL414/$/$/Best Western Hospitality Hotel and Suites,0.39
Jason J/$/$/Best Western Hospitality Hotel and Suites,0.41
Lora Erxleben/$/$/Best Western Hospitality Hotel and Suites,1.13
Margarita R/$/$/Best Western Hospitality Hotel and Suites,0.51
Marnie M/$/$/Best Western Hospitality Hotel and Suites,0.41
Ang M/$/$/Best Western Hospitality Hotel and Suites,0.39
cdjohnson1122/$/$/Best Western Hospitality Hotel and Suites,0.41
Steven W/$/$/Best Western Hospitality Hotel and Suites,0.41
Shanon K/$/$/Best Western Hospitality Hotel and Suites,0.39
ThePersianEmpire/$/$/Best Western Hospitality Hotel and Suites,0.41
Luciana A/$/$/Best Western Hospitality Hotel and Suites,0.39
Angela J/$/$/Best Western Hospitality Hotel and Suites,0.39
A W/$/$/Best Western Hospitality Hotel and Suites,0.41
644kelliel/$/$/Best Western Hospitality Hotel and Suites,0.51
Jim_in_Kalamaz00/$/$/Best Western Hospitality Hotel and Suites,0.39
John J/$/$/Best Western Hospitality Hotel and Suites,1.11
John J/$/$/Anaheim Marriott Suites,0.48
Rebekah K/$/$/Best Western Hospitality Hotel and Suites,1.08
Kathryn O/$/$/Best Western Hospitality Hotel and Suites,0.51
Al Z/$/$/Best Western Hospitality Hotel and Suites,0.51
Elizabeth W/$/$/Best Western Hospitality Hotel and Suites,0.49
Elizabeth W/$/$/Garden of The Gods Club & Resort,0.53
Elizabeth W/$/$/Hilton Garden Inn Oconomowoc,0.47
Angie P/$/$/Best Western Hospitality Hotel and Suites,0.41
Petey Sherm/$/$/Best Western Hospitality Hotel and Suites,1.13
Shawna H/$/$/Best Western Hospitality Hotel and Suites,0.39
Christine D/$/$/Best Western Hospitality Hotel and Suites,0.39
Olantha H/$/$/Best Western Hospitality Hotel and Suites,0.39
Tara R/$/$/Best Western Hospitality Hotel and Suites,0.42
Tara R/$/$/Hampton Inn and Suites Annapolis,0.44
Todd R/$/$/Best Western Hospitality Hotel and Suites,0.51
Christina F/$/$/Best Western Hospitality Hotel and Suites,0.39
Rodolfo J/$/$/Best Western Hospitality Hotel and Suites,0.51
travelingrm/$/$/Best Western Hospitality Hotel and Suites,0.51
Yudha T/$/$/Best Western Hospitality Hotel and Suites,0.51
Rally Steven B/$/$/Best Western Hospitality Hotel and Suites,0.51
pig_daddy/$/$/Best Western Hospitality Hotel and Suites,0.41
davemA5350OP/$/$/Best Western Hospitality Hotel and Suites,0.39
Abc354/$/$/Best Western Hospitality Hotel and Suites,0.39
johnjesko/$/$/Best Western Hospitality Hotel and Suites,0.41
Jerry D/$/$/Best Western Hospitality Hotel and Suites,0.41
Martin W/$/$/Best Western Hospitality Hotel and Suites,0.41
SDee5/$/$/Best Western Hospitality Hotel and Suites,0.39
geniso220/$/$/Best Western Hospitality Hotel and Suites,0.49
Bill M/$/$/Best Western Hospitality Hotel and Suites,0.41
Laura S/$/$/Best Western Hospitality Hotel and Suites,0.4
Laura S/$/$/Campus Inn & Suites Eugene Downtown,0.38
Laura S/$/$/Cherokee Lodge Bed and Breakfast,0.48
Patryce1/$/$/Best Western Hospitality Hotel and Suites,0.39
BRIAN L/$/$/Best Western Hospitality Hotel and Suites,0.39
Rachael M/$/$/Best Western Hospitality Hotel and Suites,0.41
Damien T/$/$/Best Western Hospitality Hotel and Suites,0.41
Beata B/$/$/Best Western Hospitality Hotel and Suites,0.51
Frequent Travel/$/$/Hotel Adler Cavalieri,0.52
Mr John/$/$/Hotel Adler Cavalieri,0.52
tom/$/$/Hotel Adler Cavalieri,0.46
Chulwoo/$/$/Hotel Adler Cavalieri,0.52
Aisha/$/$/Hotel Adler Cavalieri,0.46
PUI YEE TERESA/$/$/Hotel Adler Cavalieri,0.46
Payal/$/$/Hotel Adler Cavalieri,0.46
Deniz/$/$/Hotel Adler Cavalieri,0.46
Helen & Roger/$/$/Hotel Adler Cavalieri,0.46
Suneel/$/$/Hotel Adler Cavalieri,0.52
Mary M./$/$/Hotel Adler Cavalieri,0.52
Marwan/$/$/Hotel Adler Cavalieri,0.46
Manohar/$/$/Hotel Adler Cavalieri,0.52
Ricardo/$/$/Hotel Adler Cavalieri,0.46
Ricardo/$/$/Super 8 Bradenton Sarasota Area,0.3
Ricardo/$/$/Wingate By Wyndham Pueblo,0.48
Ricardo/$/$/Quinta Real Acapulco,0.45
Rachelle/$/$/Hotel Adler Cavalieri,0.71
Rachelle/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.75
charwren/$/$/Royal Inn Motel,0.18
REBECCA/$/$/Microtel Inn By Wyndham Knoxville,0.34
Mark J/$/$/Microtel Inn By Wyndham Knoxville,0.34
Keira/$/$/Microtel Inn By Wyndham Knoxville,0.34
connieg619/$/$/Microtel Inn By Wyndham Knoxville,0.31
674jeanne/$/$/Microtel Inn By Wyndham Knoxville,0.45
Ghada/$/$/Microtel Inn By Wyndham Knoxville,0.31
Pinky/$/$/Microtel Inn By Wyndham Knoxville,0.82
christy/$/$/Microtel Inn By Wyndham Knoxville,0.34
Lolita/$/$/Microtel Inn By Wyndham Knoxville,0.35
Lolita/$/$/Holiday Inn Fond Du Lac,1.12
Flora/$/$/Microtel Inn By Wyndham Knoxville,0.31
jamesmY9710AO/$/$/Microtel Inn By Wyndham Knoxville,0.45
gregorybK340YW/$/$/Microtel Inn By Wyndham Knoxville,0.31
Microtel Inn/$/$/Microtel Inn By Wyndham Knoxville,0.34
Stphen/$/$/Microtel Inn By Wyndham Knoxville,0.92
Barbara D/$/$/Microtel Inn By Wyndham Knoxville,0.31
Cynthia L/$/$/Microtel Inn By Wyndham Knoxville,0.31
gene/$/$/Microtel Inn By Wyndham Knoxville,0.31
scoti7232/$/$/Microtel Inn By Wyndham Knoxville,0.31
Kirk/$/$/Microtel Inn By Wyndham Knoxville,0.47
Kirk/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.6
Steadman B/$/$/Microtel Inn By Wyndham Knoxville,0.34
Matoya/$/$/Microtel Inn By Wyndham Knoxville,0.31
erinb880/$/$/Microtel Inn By Wyndham Knoxville,0.31
Michael Beatty/$/$/Microtel Inn By Wyndham Knoxville,0.34
307rodolfog/$/$/Microtel Inn By Wyndham Knoxville,0.31
SYLVIA M/$/$/Microtel Inn By Wyndham Knoxville,0.31
Leanne L/$/$/Microtel Inn By Wyndham Knoxville,0.31
Akajun/$/$/Microtel Inn By Wyndham Knoxville,0.95
Kathleen R/$/$/Microtel Inn By Wyndham Knoxville,0.31
Doug Shelton/$/$/Microtel Inn By Wyndham Knoxville,0.45
blueyes1231/$/$/Microtel Inn By Wyndham Knoxville,0.34
veneet2016/$/$/Microtel Inn By Wyndham Knoxville,0.31
MARCELLE P/$/$/Microtel Inn By Wyndham Knoxville,0.34
jamesfV223IY/$/$/Microtel Inn By Wyndham Knoxville,0.34
A4372HQjenniferw/$/$/Microtel Inn By Wyndham Knoxville,0.31
Joe S/$/$/Microtel Inn By Wyndham Knoxville,0.31
Marlon/$/$/Microtel Inn By Wyndham Knoxville,0.55
Marlon/$/$/Hampton Inn Virginia Beach Oceanfront North,0.65
nonnylisa1964/$/$/Microtel Inn By Wyndham Knoxville,0.31
Joanne A/$/$/Microtel Inn By Wyndham Knoxville,0.31
Timothy H/$/$/Microtel Inn By Wyndham Knoxville,0.31
Lois L/$/$/Microtel Inn By Wyndham Knoxville,0.45
auntbuggstinks/$/$/Microtel Inn By Wyndham Knoxville,0.72
BBChicago84/$/$/Microtel Inn By Wyndham Knoxville,0.31
X8863JYangelah/$/$/Microtel Inn By Wyndham Knoxville,0.31
jolewis62/$/$/Menehune Reservations,0.36
Jason H/$/$/Menehune Reservations,0.36
mommylu/$/$/Menehune Reservations,0.36
Debbie C/$/$/Menehune Reservations,0.36
Debbie C/$/$/Agate Beach Motel,0.47
Pamela F/$/$/Menehune Reservations,0.36
Mchun96813/$/$/Menehune Reservations,0.36
Tiladons1966/$/$/Menehune Reservations,0.36
marzek/$/$/Menehune Reservations,0.36
Miki Habryn/$/$/Staybridge Suites Chicago - Glenview,0.49
Irishboy73/$/$/Staybridge Suites Chicago - Glenview,0.49
Spartanfans1998/$/$/Staybridge Suites Chicago - Glenview,0.39
Justin Shannon/$/$/Staybridge Suites Chicago - Glenview,0.87
Stacey P/$/$/Staybridge Suites Chicago - Glenview,0.39
melvillecot/$/$/Staybridge Suites Chicago - Glenview,0.49
C S/$/$/Staybridge Suites Chicago - Glenview,0.49
EinKC/$/$/Staybridge Suites Chicago - Glenview,0.39
Phil2408/$/$/Staybridge Suites Chicago - Glenview,0.49
iscreenwriter/$/$/Staybridge Suites Chicago - Glenview,0.39
Ryan H/$/$/Staybridge Suites Chicago - Glenview,0.39
Booklover48/$/$/Staybridge Suites Chicago - Glenview,0.39
ClarkstonTerry/$/$/Staybridge Suites Chicago - Glenview,0.39
Shodmon Ibragimov/$/$/Staybridge Suites Chicago - Glenview,1.06
Katherine J A/$/$/Staybridge Suites Chicago - Glenview,0.49
Rod K/$/$/Staybridge Suites Chicago - Glenview,0.39
Ozzy/$/$/Staybridge Suites Chicago - Glenview,0.49
traveler42721/$/$/Staybridge Suites Chicago - Glenview,0.39
Enda B/$/$/Staybridge Suites Chicago - Glenview,0.49
Robert Ponist/$/$/Staybridge Suites Chicago - Glenview,1.15
ChDP/$/$/Staybridge Suites Chicago - Glenview,0.39
Kevin S/$/$/Staybridge Suites Chicago - Glenview,0.39
CaliforniaLady46/$/$/Staybridge Suites Chicago - Glenview,0.39
Arun_Negi/$/$/Staybridge Suites Chicago - Glenview,0.49
Lindsey  N./$/$/Staybridge Suites Chicago - Glenview,1.1
welltraveledson/$/$/Comfort Inn,0.44
hypshark/$/$/Comfort Inn,0.44
MimiIsMarianne/$/$/Comfort Inn,0.44
Garrett R/$/$/Comfort Inn,0.44
Charlotte P/$/$/Comfort Inn,0.54
jgrichar/$/$/Comfort Inn,0.44
Brittany B/$/$/Comfort Inn,0.44
Connie S/$/$/Comfort Inn,0.54
srn_cyhn/$/$/Patalya Thermal Resort,0.31
Ebru A/$/$/Patalya Thermal Resort,0.31
WanderTR32/$/$/Patalya Thermal Resort,0.31
1fuzzy1/$/$/Patalya Thermal Resort,0.31
sbruny/$/$/Patalya Thermal Resort,0.31
polly_2000/$/$/Patalya Thermal Resort,0.31
Ailecek/$/$/Patalya Thermal Resort,0.31
Turtlegrace/$/$/Patalya Thermal Resort,0.31
Nejat B/$/$/Patalya Thermal Resort,0.31
Worldtravellers_05/$/$/Patalya Thermal Resort,0.31
LUIZ/$/$/H��tel Les Bruy��res,0.48
Albecq/$/$/H��tel Les Bruy��res,0.48
pierre/$/$/H��tel Les Bruy��res,0.46
pierre/$/$/Best Western Saint-etienne Aeroport,0.44
W./$/$/H��tel Les Bruy��res,0.46
Vessukkainen/$/$/H��tel Les Bruy��res,0.46
Chung-Tao/$/$/H��tel Les Bruy��res,0.46
T R/$/$/H��tel Les Bruy��res,0.48
Laysa/$/$/H��tel Les Bruy��res,0.48
Supanut/$/$/H��tel Les Bruy��res,0.48
Mathieu/$/$/H��tel Les Bruy��res,0.46
sylvain/$/$/H��tel Les Bruy��res,0.48
Noyb/$/$/H��tel Les Bruy��res,0.46
FERMAN/$/$/Comfort Inn Birmingham - Irondale,0.38
annevt30/$/$/Comfort Inn Birmingham - Irondale,0.38
robyn/$/$/Comfort Inn Birmingham - Irondale,0.38
Larry D./$/$/Comfort Inn Birmingham - Irondale,0.48
crisrose/$/$/Comfort Inn Birmingham - Irondale,0.37
stevenhood/$/$/Comfort Inn Birmingham - Irondale,0.37
warren b/$/$/Comfort Inn Birmingham - Irondale,0.38
Essie/$/$/Comfort Inn Birmingham - Irondale,0.37
Shirley S./$/$/Comfort Inn Birmingham - Irondale,0.48
TAKISHA/$/$/Comfort Inn Birmingham - Irondale,0.38
Dick O/$/$/Comfort Inn Birmingham - Irondale,0.37
glassyartist/$/$/Comfort Inn Birmingham - Irondale,0.38
Charles C/$/$/Comfort Inn Birmingham - Irondale,0.49
Charles C/$/$/Hampton Inn and Suites Annapolis,0.54
Rindy/$/$/Comfort Inn Birmingham - Irondale,0.37
breynolds/$/$/Comfort Inn Birmingham - Irondale,0.48
craig/$/$/Comfort Inn Birmingham - Irondale,0.37
Tina H/$/$/Comfort Inn Birmingham - Irondale,0.48
janet p/$/$/Comfort Inn Birmingham - Irondale,0.37
mslade/$/$/Comfort Inn Birmingham - Irondale,0.37
478carmenw/$/$/Comfort Inn Birmingham - Irondale,0.37
16retiredteacher/$/$/Comfort Inn Birmingham - Irondale,0.38
16retiredteacher/$/$/Comfort Inn & Suites,0.36
Richard K/$/$/Comfort Inn Birmingham - Irondale,0.37
Richard K/$/$/Super 8 Fort Collins,0.37
teresa/$/$/Super 8 Madison,0.4
Maestay/$/$/Super 8 Madison,0.4
Hunter/$/$/Super 8 Madison,0.4
L A/$/$/Super 8 Madison,0.46
bubba/$/$/Super 8 Madison,0.4
ronney/$/$/Super 8 Madison,0.46
Carter C/$/$/Super 8 Madison,0.4
dale/$/$/Super 8 Madison,0.46
Jacquelyn/$/$/Super 8 Madison,0.4
Bobbi-Jo/$/$/Super 8 Madison,0.46
Corietta/$/$/Super 8 Madison,0.46
Tracey Camenzuli/$/$/Comfort Inn & Suites,0.36
Carl C/$/$/Comfort Inn & Suites,0.4
Perihan Warren/$/$/Comfort Inn & Suites,0.4
goldwingpilots/$/$/Comfort Inn & Suites,0.4
Lisa Heinlein/$/$/Comfort Inn & Suites,1.0
BobandIsabel/$/$/Comfort Inn & Suites,0.36
Alicia Phillips/$/$/Comfort Inn & Suites,0.91
